,Xt_MPI 1,Xt_MPI 3,Xt_MPI 6
0,0.14781651039596258,0.2650895065350615,0.31855801198067096
1,0.0007718604290673192,0.004055347050358541,0.011580226867270192
2,0.00014634307744469075,0.0008693099459324178,0.0024712643691340405
3,0.16888079988988505,0.32700906648725714,0.39690109723195977
4,0.13508659802561138,0.2324675117866668,0.28318955809448515
5,0.11002679164868635,0.24951789843740801,0.3356596114495443
6,0.06361377212110206,0.15287352356883524,0.2217929460988281
7,0.003117308217127345,0.009257035959829062,0.018159515284561216
8,0.06036736745022825,0.1636584962981988,0.26043206838206595
9,0.2660404841589453,0.3437074460680184,0.3623680602268595
10,0.1839741968409114,0.28475862996364126,0.3200017107153546
11,0.011834374068047531,0.0522456564635459,0.10336304829907404
12,0.05435169806231803,0.13317590739331725,0.20100617120990177
13,0.04488408848955345,0.146245391723229,0.2239177927702374
14,0.0007844945780414753,0.007948251445682092,0.029533117737698837
15,0.9857616959991954,0.9619575255079219,0.932736912739192
16,0.0001458589049683764,0.0010913664770478995,0.003502029097047665
17,0.000520568972053318,0.0035856471448622034,0.010732200029251602
18,0.004973128865370429,0.031195601435367027,0.08059630791714899
19,0.04143233607639506,0.10995430954872187,0.1721319773476568
20,0.03187810105973329,0.09211131749527826,0.15347559047583648
21,0.002656611305699988,0.02102499696154878,0.06273601302042608
22,0.009139178627920222,0.0516851157559739,0.11007258046490004
23,0.0005062249064375921,0.0018161227498271655,0.004100223383014113
24,0.0033168940497539947,0.011522374955170639,0.02607358462611876
25,0.002660399890530726,0.010351100423999152,0.0245739536112791
26,0.0002532975337350256,0.001753286270537689,0.005280122152668423
27,0.008358046919861589,0.02668000248680455,0.05341189918718256
28,0.15969937230526005,0.30379320731838066,0.3702003989748069
29,0.14867192101181673,0.27367619615233907,0.3297469250526485
30,0.13583317702026942,0.2749767188648262,0.3463757233893446
31,0.00011502757738751098,0.0009640136691408933,0.0034088080523028558
32,0.0005990505095185704,0.004495673491595473,0.015070887436040969
33,0.029682864185837158,0.10807849893542615,0.19008994080845537
34,0.0800830675094139,0.18425233879199227,0.25454070728655986
35,0.05346997757225139,0.1463882147949417,0.24873077651617384
36,4.509583776985021e-05,0.00035985241309877174,0.0012240044737464415
37,0.001999109178090524,0.011072605990206479,0.032824567380138246
38,0.1771088761814166,0.23209564166048055,0.26564729423124067
39,0.008244666325682978,0.045470732838693934,0.10647249891436412
40,0.0705697061066396,0.16283123285549786,0.2305475225622842
41,0.0029287634544838065,0.020940851770617757,0.06210860302427934
42,0.02045891561627955,0.07412136375302104,0.14790135669951743
43,0.013986968993848997,0.05441178411089959,0.11620329572740204
44,0.03854632471583439,0.11759656707786736,0.19651932303667824
45,0.0011564464337284336,0.004549303347841054,0.010811676865823358
46,1.0110054279170544e-05,8.69824054102554e-05,0.00032550283304736365
47,0.0004885677418975157,0.0027022009631860414,0.006993369465355626
48,0.17560238615857202,0.3865059748860935,0.5181430834549258
